field_1,X,name,issues,basisOfRec,year,month,day,geodeticDa,decimalLon,decimalLat,optional,left,top,right,bottom,ID,left_1,top_1,right_1,bottom_1,ID_1,left_2,top_2,right_2,bottom_2,ID_2,left_3,top_3,right_3,bottom_3,ID_3,left_4,top_4,right_4,bottom_4,ID_4,left_5,top_5,right_5,bottom_5,ID_5,left_6,top_6,right_6,bottom_6,ID_6
31938,300,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.40796,TRUE,1959187.16157,712037.29784,1960437.16157,710787.29784,31990,1959187.16157,713287.29784,1961687.16157,710787.29784,8059,1956687.16157,715787.29784,1961687.16157,710787.29784,1981,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31939,301,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31940,302,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31942,304,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31943,305,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.40796,TRUE,1959187.16157,712037.29784,1960437.16157,710787.29784,31990,1959187.16157,713287.29784,1961687.16157,710787.29784,8059,1956687.16157,715787.29784,1961687.16157,710787.29784,1981,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31946,308,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31949,311,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31951,313,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.40796,TRUE,1959187.16157,712037.29784,1960437.16157,710787.29784,31990,1959187.16157,713287.29784,1961687.16157,710787.29784,8059,1956687.16157,715787.29784,1961687.16157,710787.29784,1981,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31952,314,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31953,315,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.44508,TRUE,1959187.16157,717037.29784,1960437.16157,715787.29784,31986,1959187.16157,718287.29784,1961687.16157,715787.29784,8057,1956687.16157,720787.29784,1961687.16157,715787.29784,1980,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31955,317,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.95460,38.44508,TRUE,1959187.16157,717037.29784,1960437.16157,715787.29784,31986,1959187.16157,718287.29784,1961687.16157,715787.29784,8057,1956687.16157,720787.29784,1961687.16157,715787.29784,1980,1951687.16157,720787.29784,1961687.16157,710787.29784,478,1941687.16157,720787.29784,1961687.16157,700787.29784,111,1921687.16157,740787.29784,1961687.16157,700787.29784,23,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
31956,318,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31957,319,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31959,321,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31960,322,Arctostaphylos manzanita,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.74950,38.33075,TRUE,1977937.16157,703287.29784,1979187.16157,702037.29784,39692,1976687.16157,703287.29784,1979187.16157,700787.29784,9862,1976687.16157,705787.29784,1981687.16157,700787.29784,2499,1971687.16157,710787.29784,1981687.16157,700787.29784,609,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31961,41,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31962,42,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31963,43,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31964,44,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,14,WGS84,-120.27780,37.82334,TRUE,2019187.16157,647037.29784,2020437.16157,645787.29784,56666,2019187.16157,648287.29784,2021687.16157,645787.29784,14253,2016687.16157,650787.29784,2021687.16157,645787.29784,3542,2011687.16157,650787.29784,2021687.16157,640787.29784,875,2001687.16157,660787.29784,2021687.16157,640787.29784,213,2001687.16157,660787.29784,2041687.16157,620787.29784,59,1961687.1615699999965727,700787.2978420000290498,2041687.1615699999965727,620787.2978420000290498,13
31965,45,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31966,46,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.54890,38.79637,TRUE,1995437.16157,755787.29784,1996687.16157,754537.29784,46832,1994187.16157,755787.29784,1996687.16157,753287.29784,11640,1991687.16157,755787.29784,1996687.16157,750787.29784,2876,1991687.16157,760787.29784,2001687.16157,750787.29784,734,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31967,47,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31968,48,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31969,49,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31970,50,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31971,51,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31972,52,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.54890,38.79637,TRUE,1995437.16157,755787.29784,1996687.16157,754537.29784,46832,1994187.16157,755787.29784,1996687.16157,753287.29784,11640,1991687.16157,755787.29784,1996687.16157,750787.29784,2876,1991687.16157,760787.29784,2001687.16157,750787.29784,734,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31973,53,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,15,WGS84,-119.94220,37.57195,TRUE,2049187.16157,619537.29784,2050437.16157,618287.29784,69000,2049187.16157,620787.29784,2051687.16157,618287.29784,17348,2046687.16157,620787.29784,2051687.16157,615787.29784,4322,2041687.16157,620787.29784,2051687.16157,610787.29784,1073,2041687.16157,620787.29784,2061687.16157,600787.29784,281,2041687.16157,620787.29784,2081687.16157,580787.29784,77,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
31974,54,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36260,38.81818,TRUE,2011687.16157,758287.29784,2012937.16157,757037.29784,53499,2011687.16157,758287.29784,2014187.16157,755787.29784,13438,2011687.16157,760787.29784,2016687.16157,755787.29784,3391,2011687.16157,760787.29784,2021687.16157,750787.29784,864,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31975,55,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.54890,38.79637,TRUE,1995437.16157,755787.29784,1996687.16157,754537.29784,46832,1994187.16157,755787.29784,1996687.16157,753287.29784,11640,1991687.16157,755787.29784,1996687.16157,750787.29784,2876,1991687.16157,760787.29784,2001687.16157,750787.29784,734,1981687.16157,760787.29784,2001687.16157,740787.29784,175,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
31976,56,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,15,WGS84,-119.87420,37.79987,TRUE,2054187.16157,644537.29784,2055437.16157,643287.29784,71032,2054187.16157,645787.29784,2056687.16157,643287.29784,17852,2051687.16157,645787.29784,2056687.16157,640787.29784,4446,2051687.16157,650787.29784,2061687.16157,640787.29784,1135,2041687.16157,660787.29784,2061687.16157,640787.29784,279,2041687.16157,660787.29784,2081687.16157,620787.29784,76,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
31977,57,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,15,WGS84,-119.94220,37.57195,TRUE,2049187.16157,619537.29784,2050437.16157,618287.29784,69000,2049187.16157,620787.29784,2051687.16157,618287.29784,17348,2046687.16157,620787.29784,2051687.16157,615787.29784,4322,2041687.16157,620787.29784,2051687.16157,610787.29784,1073,2041687.16157,620787.29784,2061687.16157,600787.29784,281,2041687.16157,620787.29784,2081687.16157,580787.29784,77,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
31978,58,Arctostaphylos mewukka,,PRESERVED_SPECIMEN,1993,9,13,WGS84,-120.36610,38.82169,TRUE,2010437.16157,758287.29784,2011687.16157,757037.29784,52986,2009187.16157,758287.29784,2011687.16157,755787.29784,13181,2006687.16157,760787.29784,2011687.16157,755787.29784,3262,2001687.16157,760787.29784,2011687.16157,750787.29784,799,2001687.16157,760787.29784,2021687.16157,740787.29784,208,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
